NS;Matricule Operateur;Heur Passage;Temps Test;Presence Connecteur;Presence Blandage;Presence C2;Presence C24;INPUT CURRENT (NO TRIGER);INPUT TENSION (NO TRIGER);Apple Mode 3A VBUS  (0A/CC1);Apple Mode 3A D+  (0A/CC1);Apple Mode 3A D-  (0A/CC1);TYPE C VBUS (0A/CC1);TYPE C CC1 (0A/CC1);TYPE C VBUS (3A/CC1);PDO2 VBUS (0A/CC1);PDO2 VBUS (3A/CC1);PDO3 VBUS (0A/CC1);PDO3 VBUS (3A/CC1);PDO4 VBUS (0A/CC1);PDO4 VBUS (3A/CC1);PPS 8.5V VBUS (0A/CC1);PPS 8.5V VBUS (3A/CC1);PPS 20V VBUS (3A/CC1);Apple Mode 3A VBUS  (0A/CC2);Apple Mode 3A D+  (0A/CC2);Apple Mode 3A D-  (0A/CC2);TYPE C VBUS (0A/CC2);TYPE C CC2 (0A/CC2);TYPE C VBUS (3A/CC2);PDO2 VBUS (0A/CC2);PDO2 VBUS (3A/CC2);PDO3 VBUS (0A/CC2);PDO3 VBUS (3A/CC2);PDO4 VBUS (0A/CC2);PDO4 VBUS (3A/CC2);PPS 8.5V VBUS (0A/CC2);PPS 8.5V VBUS (3A/CC2);PPS 20V VBUS (3A/CC2);INPUT CURRENT (FULL LOAD);INPUT TENSION (FULL LOAD);Status Carte;
3073400591-00-W20-L2- 26 06G025-0002446;669;08:05:57;33,2;OK;OK;OK;OK;0,000;24,052;5,113;2,676;3,289;4,983;1,677;4,984;8,978;9,019;14,976;15,017;19,954;20,000;8,479;8,679;19,875;5,113;2,703;3,289;4,978;1,683;5,063;8,978;9,002;14,976;14,995;19,949;19,989;8,479;8,679;20,000;2,612;23,931;OK
3073400591-00-W20-L2- 26 06G025-0002095;669;08:05:40;32,8;OK;OK;OK;OK;0,000;24,052;5,162;2,682;3,289;5,027;1,683;5,028;9,016;9,062;15,031;15,066;20,030;20,070;8,511;8,717;19,951;5,162;2,687;3,268;5,032;1,677;5,111;9,016;9,040;15,031;15,049;20,025;20,060;8,517;8,711;20,076;2,654;23,930;OK
3073400591-00-W20-L2- 26 06G025-0001347;669;08:05:22;32,9;OK;OK;OK;OK;0,000;24,058;5,135;2,676;3,279;4,994;1,721;4,990;8,989;9,029;14,982;15,011;19,954;19,994;8,490;8,695;19,875;5,130;2,687;3,273;4,994;1,710;5,079;8,989;9,019;14,982;15,000;19,954;19,984;8,490;8,690;20,000;2,645;23,930;OK
3073400591-00-W20-L2- 26 06G025-0001504;669;08:05:03;33,3;OK;OK;OK;OK;0,000;24,047;5,086;2,649;3,273;4,961;1,677;4,952;8,951;8,991;14,949;14,984;19,938;19,978;8,452;8,652;19,859;5,097;2,660;3,251;4,961;1,672;5,046;8,951;8,981;14,949;14,979;19,938;19,967;8,457;8,657;19,984;2,658;23,930;OK
3073400591-00-W20-L2- 26 06G025-0002457;669;08:05:45;35,3;OK;OK;OK;OK;0,000;24,058;5,103;2,676;3,257;4,956;1,639;4,952;8,984;9,024;14,993;15,033;19,981;20,027;8,479;8,690;19,908;5,097;2,671;3,262;4,956;1,639;5,046;8,984;9,013;14,998;15,022;19,987;20,016;8,484;8,684;20,032;2,662;23,928;OK
3073400591-00-W20-L2- 26 06G025-0002318;669;08:05:37;33,8;OK;OK;OK;OK;0,000;24,052;5,108;2,692;3,289;4,978;1,645;4,973;8,973;9,013;14,966;15,000;19,949;20,000;8,473;8,673;19,870;5,113;2,665;3,295;4,972;1,639;5,068;8,967;9,008;14,960;14,995;19,943;19,984;8,473;8,673;20,000;2,642;23,929;OK
3073400591-00-W20-L2- 26 06G025-0001351;669;08:05:21;32,8;OK;OK;OK;OK;0,000;24,052;5,103;2,671;3,257;4,972;1,699;4,968;8,973;9,013;14,976;15,017;19,965;20,011;8,473;8,673;19,886;5,108;2,665;3,257;4,967;1,710;5,035;8,973;8,981;14,976;14,973;19,965;19,978;8,473;8,673;20,011;2,637;23,930;OK
3073400591-00-W20-L2- 26 06G025-0002102;669;08:05:21;33,0;OK;OK;OK;OK;0,002;24,058;5,103;2,665;3,279;4,967;1,688;4,957;8,967;8,991;14,971;14,990;19,960;19,989;8,468;8,663;19,870;5,103;2,654;3,268;4,967;1,688;5,057;8,962;8,997;14,971;15,000;19,954;19,994;8,468;8,663;20,011;2,649;23,930;OK
3073400591-00-W20-L2- 26 06G025-0002454;669;08:05:04;34,2;OK;OK;OK;OK;0,000;24,047;5,124;2,671;3,268;4,994;1,661;4,984;8,989;9,024;14,987;15,017;19,987;20,027;8,495;8,695;19,897;5,135;2,654;3,279;4,999;1,656;5,073;8,995;9,013;14,987;15,011;19,987;20,011;8,495;8,690;20,032;2,640;23,930;OK
3073400591-00-W20-L2- 26 06G025-0002334;669;08:05:47;33,2;OK;OK;OK;OK;0,000;24,058;5,113;2,660;3,257;4,989;1,699;4,946;8,984;8,986;14,987;14,990;19,970;19,989;8,490;8,690;19,864;5,124;2,649;3,262;4,989;1,694;5,079;8,984;9,013;14,987;15,017;19,965;20,000;8,484;8,684;20,016;2,646;23,930;OK
